Cry_Audio_File,Cry_Reason,STFT_Mean,RMS_Mean,SC_Mean,SBAN_Mean,ZCR_Mean,MFCCs13,delMFCCs13,del2MFCCs13,MelSpec,MFCCs20,MFCCs1,MFCCs2,MFCCs3,MFCCs4,MFCCs5,MFCCs6,MFCCs7,MFCCs8,MFCCs9,MFCCs10,MFCCs11,MFCCs12,MFCCS13
donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,0,0.1288111,0.009057258,949.723048,502.4204737,0.072837981,-48.776436,-0.031073773,0.011970622,-53.622143,-32.0253,614.29095,69.3072,25.569735,0.32435426,0.7116621,26.972254,6.2973547,2.393346,14.57536,0.68939024,0.59778196,9.44598,1.5327486
donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,0,0.22856638,0.008612689,1066.335542,466.5497529,0.08247426,-43.96406,0.000615935,0.006027669,-48.55581,-28.327566,560.68646,28.196955,1.5230902,0.17695466,0.912659,8.516251,4.6614738,2.8164945,6.6498556,4.6853194,3.207099,3.9728227,1.9212068
donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,0,0.0540709,0.005844145,1508.535654,581.6280911,0.133455997,-52.240917,-0.000495689,0.004893715,-55.834587,-34.057716,631.242,81.551254,19.210094,14.615758,8.836019,23.136765,9.280055,7.204411,16.268616,4.601859,3.548016,13.716755,9.022855
donateacry_corpus_cleaned_and_updated_data/belly_pain/69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,0,1.1615111,0.03935786,1137.288558,592.270705,0.08545892,-37.13763,0.020041864,0.020017779,-40.082733,-24.086277,453.7206,90.625885,40.489338,14.864902,8.936381,32.543526,5.29032,1.9597996,13.632083,6.6947036,3.5747757,10.575782,1.6718103
donateacry_corpus_cleaned_and_updated_data/belly_pain/549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,0,0.034734026,0.005534066,963.7673876,385.5211504,0.077065958,-55.180702,0.04405337,0.015738335,-59.460133,-35.424072,680.9191,61.969845,38.836697,13.707529,2.03148,20.912453,6.161524,3.9695005,10.21758,4.6287274,1.0237579,6.7254014,4.234541
donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,0,0.046385914,0.005795322,1066.295393,584.5659679,0.086089482,-50.466396,-0.058314197,-0.006492001,-52.882885,-32.44037,606.2491,72.45572,9.065112,2.1610055,2.9007561,20.411825,12.213619,15.182203,21.406446,9.364587,10.660333,14.220217,4.683702
donateacry_corpus_cleaned_and_updated_data/burping/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,1,0.011400092,0.001876522,1466.684054,722.6748121,0.127195649,-50.57274,0.018057294,0.007808074,-60.401123,-34.449215,683.0511,61.225502,14.716144,0.23697324,11.105439,5.9272003,0.5474623,2.651311,7.4399834,4.953896,3.7272189,7.950952,3.8769612
donateacry_corpus_cleaned_and_updated_data/burping/7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,1,2.11844,0.0401969,1325.430443,607.6512106,0.086419314,-37.28367,-3.11E-05,2.83E-05,-41.746098,-24.513453,475.19196,66.630394,41.60144,1.5138215,9.085382,24.2645,3.7945917,5.8652835,10.712427,1.6401311,0.063214734,8.312309,0.69920963
donateacry_corpus_cleaned_and_updated_data/burping/7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,1,6.56908,0.06880715,1497.279393,556.3131551,0.105452582,-34.217724,-0.05747767,0.007667182,-36.939964,-21.88795,417.86777,59.932404,54.55214,9.9784355,13.082665,14.601853,2.3330314,6.2287607,14.248205,3.2806046,1.3477963,10.827453,2.3986053
donateacry_corpus_cleaned_and_updated_data/burping/5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,1,1.2798624,0.044400655,2034.441169,762.9475802,0.182766904,-40.68619,0.06349664,0.000692276,-40.20995,-27.25657,456.51746,89.618744,120.80232,10.235106,19.340942,44.93731,9.292803,19.361872,32.209427,7.001089,9.449574,8.36349,4.0817733
donateacry_corpus_cleaned_and_updated_data/burping/79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,1,0.25179255,0.014833868,1325.773133,547.5003058,0.110720199,-43.792885,0.06376558,0.025980216,-46.734615,-28.139875,532.3969,61.332253,44.40074,6.5803084,14.144129,15.803265,9.027982,1.4491104,9.222788,3.3929145,7.894052,13.917253,0.698601
donateacry_corpus_cleaned_and_updated_data/burping/F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,1,0.28306267,0.013329724,812.951223,540.834033,0.052980132,-43.633297,0.002799267,0.003571209,-45.697174,-27.12636,524.70056,56.363773,0.052845936,0.46403867,6.5169616,23.002092,15.4382925,12.734839,15.587309,6.8039513,6.818939,10.037101,2.3678207
donateacry_corpus_cleaned_and_updated_data/burping/af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,1,1.8993485,0.060059622,1636.680129,678.8546761,0.138820784,-36.959118,0.03210013,0.021572623,-36.153713,-23.412714,401.96466,96.39607,81.905235,1.2375448,27.954134,42.426994,25.848982,3.3526917,21.400356,5.021689,1.1652936,17.527128,2.9681482
donateacry_corpus_cleaned_and_updated_data/burping/AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,1,3.8247263,0.035654802,1279.180486,510.1604088,0.099619076,-37.6352,-0.016141467,-0.00039225,-41.46207,-25.176956,486.99524,49.634834,18.36006,2.3713639,3.1268804,18.076483,3.5826392,1.7245489,7.3612175,0.5057068,2.0373504,7.958095,1.2384042
donateacry_corpus_cleaned_and_updated_data/discomfort/79FF400A-97E2-4701-987D-C7C850D5523C-1430089688-1.0-f-48-dc.wav,2,0.44338915,0.022610683,1791.832655,675.4529569,0.165779569,-39.581284,0.02772235,0.028226051,-46.01017,-26.668509,514.90405,81.59955,64.47192,9.991951,18.740171,30.982477,4.029264,5.541497,21.784748,0.08833551,1.5486481,11.012975,10.157293
donateacry_corpus_cleaned_and_updated_data/discomfort/79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,2,0.08602866,0.005872759,951.6711603,406.7521853,0.076343258,-49.21528,-0.01568953,0.003506878,-56.883724,-33.122425,645.5421,60.145645,14.8964,0.4954151,3.8700063,12.22426,2.3046682,3.234547,11.277627,1.0790533,1.8061116,8.350083,2.6039872
donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,2,0.59729224,0.026974674,1397.014843,663.220789,0.115286113,-37.13436,0.04687722,-0.019378245,-40.95715,-23.274717,472.7292,86.55573,65.82345,1.8468864,11.767962,31.118536,4.112152,8.710549,18.142767,1.9071155,1.2022232,12.527912,5.1862803
donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,2,0.7423874,0.01904844,891.9131844,456.3609734,0.065416579,-40.222168,0.061711002,0.022567846,-44.511723,-26.493996,506.64798,69.75957,2.817416,17.947067,4.7584743,9.575976,19.310036,14.382442,4.07914,2.0911713,5.8592463,4.5963216,0.58250314
donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc.wav,2,1.5048574,0.046825815,1300.292793,645.4992846,0.100689414,-34.05136,-0.073411554,0.029628363,-36.289524,-20.817816,407.06766,115.04656,70.78628,19.693422,0.9168289,42.505367,0.89554703,16.708548,15.461765,6.726688,1.0232134,10.954342,1.6083103
donateacry_corpus_cleaned_and_updated_data/discomfort/2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,2,0.24307439,0.01530287,1210.960551,498.9998978,0.108802644,-42.255062,0.035692137,-0.000855984,-47.245304,-28.486664,549.0105,80.43871,43.398296,0.9876283,16.666704,18.716154,4.82342,4.7993445,6.8069277,1.7874388,8.055335,14.231566,3.4032266
donateacry_corpus_cleaned_and_updated_data/discomfort/64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058990597-1.7-m-72-dc.wav,2,3.7658696,0.054299116,1237.027274,693.8627481,0.092497822,-36.405197,0.029538896,0.003300908,-39.59837,-24.59245,454.26874,50.068787,15.043343,11.467426,4.5529213,17.753477,13.835924,4.61615,3.255501,1.1285999,2.605908,0.9877124,6.179315
donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav,2,0.052894644,0.007621471,757.906387,456.1158896,0.044299234,-46.48519,0.06894111,-0.002108953,-53.84672,-29.980194,609.9349,101.3248,3.8458667,26.128654,6.329014,7.3427954,14.749964,12.418922,7.4162292,2.7799432,2.0800252,5.296001,7.310013
donateacry_corpus_cleaned_and_updated_data/discomfort/64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430059012473-1.7-m-72-dc.wav,2,4.6673927,0.09085427,1250.96961,529.3131019,0.097378201,-36.593964,0.011386934,-0.000420216,-36.84616,-24.102636,417.975,81.89021,70.84036,29.224487,7.96881,19.375832,3.0211718,7.6743274,17.581533,16.417484,3.0714333,0.8216347,5.07407
donateacry_corpus_cleaned_and_updated_data/discomfort/837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,2,0.00133914,0.000943673,1216.284469,682.4613245,0.101839193,-57.549194,0.08645977,-0.04508334,-69.54224,-37.738876,786.53345,96.86492,17.924332,0.18774739,7.33756,24.437883,7.5419602,9.026911,7.8209066,6.141797,1.5964556,6.662213,5.7150636
donateacry_corpus_cleaned_and_updated_data/discomfort/f258a8e2-92cd-4843-9da4-80ed26ec8e10-1436944996156-1.7-f-26-ch.wav,2,1.1580008,0.036201783,1418.602889,590.798638,0.122104339,-39.960793,0.001675575,-0.002839975,-39.344017,-25.528406,446.3136,83.99325,61.647247,20.06333,3.1246896,30.852516,2.583086,5.805908,23.729656,4.846067,1.9509981,17.439398,5.80702
donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc.wav,2,1.3202827,0.03747686,1082.307257,560.8073225,0.082700616,-38.814156,0.13313362,0.045527264,-40.84253,-24.126446,463.06995,98.60707,48.255016,10.389374,5.4154973,44.48696,9.750618,6.8896184,13.820733,2.1930845,0.17296273,11.681127,0.84548384
donateacry_corpus_cleaned_and_updated_data/discomfort/d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav,2,0.40527734,0.020279072,1592.934361,661.0515143,0.124470339,-42.724747,0.017876776,0.009785376,-43.84453,-27.273867,500.61694,71.37479,68.071556,19.388447,0.8553934,28.85347,4.9204073,12.087913,18.990118,2.7745948,9.566258,8.331851,7.1994305
donateacry_corpus_cleaned_and_updated_data/discomfort/D1CB71F9-EF76-49B3-A703-41D557444D21-1436863419-1.1-f-26-dc.wav,2,0.76408845,0.02602762,988.1126314,556.8869982,0.072378803,-39.313675,0.06256297,0.024147978,-41.78322,-24.908426,476.2552,70.83004,28.268242,10.991848,8.791113,29.50659,5.1034346,3.8220518,10.28727,1.5371639,1.2309319,10.804938,2.9532123
donateacry_corpus_cleaned_and_updated_data/discomfort/10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,2,1.9325327,0.045509435,1015.65676,558.7090233,0.074532414,-35.719048,0.093552664,-0.006761498,-35.11199,-22.30315,408.99747,76.17941,37.234898,13.053427,5.701287,29.239477,7.466268,1.4636904,13.538985,0.94139373,4.0434756,15.580685,3.266021
donateacry_corpus_cleaned_and_updated_data/discomfort/11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,2,0.04309078,0.004720342,1261.772494,694.0146156,0.117611108,-49.835873,0.034263503,0.062296066,-54.513393,-33.627804,624.2272,106.72255,23.89817,9.389467,8.205185,27.6994,2.6391714,2.7369268,18.530941,5.099628,10.051271,24.510803,8.352985
donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,2,0.14464533,0.010236597,1113.202556,481.4611679,0.095874508,-47.333313,0.03382362,0.041662715,-53.28113,-31.347876,616.8616,82.00259,28.5004,1.2619643,3.8958607,24.513138,4.572949,1.3510904,12.5780115,0.5510236,0.37542593,10.687735,2.6804452
donateacry_corpus_cleaned_and_updated_data/discomfort/a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav,2,3.9684193,0.08029276,1191.83044,565.4091045,0.096308594,-30.0562,0.074745215,0.01367031,-33.52908,-20.211517,384.9052,109.72337,51.92295,26.836264,10.259753,14.1620245,1.9111389,14.519629,3.9434586,9.491943,6.979305,13.856667,11.224401
donateacry_corpus_cleaned_and_updated_data/discomfort/ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431064345173-1.7-f-48-dc.wav,2,0.049595557,0.006171857,1268.472559,456.0806907,0.107484139,-55.099567,-0.18383288,-0.003221466,-59.016273,-35.641758,681.14966,66.83835,46.784725,5.492894,0.4868537,30.759958,0.36294535,8.288328,14.590568,1.9937633,1.0877086,10.679971,1.906959
donateacry_corpus_cleaned_and_updated_data/discomfort/665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,2,0.008160015,0.002216975,1185.494434,576.5939652,0.092951288,-55.75391,0.06237176,0.042845804,-64.02915,-38.526825,738.1426,87.85776,20.492958,1.4370445,3.2347274,24.052135,6.065723,4.133344,10.277846,6.510209,3.9023368,6.8846145,2.2610893
donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch.wav,2,0.35723656,0.014275096,823.4539699,481.3736705,0.056745491,-41.551056,0.040604204,0.004404855,-46.608917,-28.04232,528.1099,92.86181,0.20636642,23.350277,6.8730364,9.707842,21.393084,18.120874,7.1631513,3.617104,6.8291655,5.716951,1.9377438
donateacry_corpus_cleaned_and_updated_data/discomfort/f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav,2,2.7731738,0.062980846,1345.296361,529.8495141,0.115967597,-38.464455,0.013969319,0.005550436,-37.43506,-24.309011,423.5411,108.03725,65.911255,33.07398,14.2054205,37.978584,3.9623356,0.36670342,19.152061,5.8220587,3.9978108,17.264584,2.438988
donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,2,0.079523295,0.004571495,1431.159206,475.739689,0.079429268,-45.360424,4.37E-09,-7.39E-10,-54.374535,-30.669872,625.23553,48.011127,5.8623495,3.55099,2.4653933,0.16431975,4.2795334,4.441614,3.7599905,1.4867806,0.51916534,0.6579074,2.966903
donateacry_corpus_cleaned_and_updated_data/discomfort/d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc.wav,2,0.005166597,0.001187913,1485.174822,675.5315809,0.130460778,-54.784794,-0.01126554,-0.001648507,-67.14785,-35.66779,763.37555,46.78584,7.525271,2.7621508,10.842162,4.9289536,1.3874875,6.5530515,0.053759933,0.12360429,2.6740282,1.982894,2.549648
donateacry_corpus_cleaned_and_updated_data/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch.wav,2,0.1100797,0.007737856,929.5605843,467.7593077,0.055739435,-44.566334,0.059411477,0.012954058,-52.52559,-30.248592,605.06323,70.61025,2.7019968,13.158829,2.414468,2.2702367,9.925569,7.2194185,3.6269817,2.1879241,1.8897768,2.0579858,2.2851152
donateacry_corpus_cleaned_and_updated_data/discomfort/d6cda191-4962-4308-9a36-46d5648a95ed-1431161889263-1.7-m-04-dc.wav,2,0.037753794,0.004863811,1318.224804,552.2558751,0.108375265,-51.776356,0.09276311,-0.010837594,-58.966255,-33.83354,673.85455,73.90621,11.537238,8.445362,4.3731675,21.91508,7.7820196,5.462908,4.9187865,4.859486,0.7448811,6.726433,7.304683
donateacry_corpus_cleaned_and_updated_data/discomfort/7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,2,0.11028689,0.009875109,842.8754531,548.2918644,0.063630584,-38.72173,0.050638177,0.022332305,-47.78631,-25.86846,552.0472,90.76254,1.8466502,3.9927511,5.230423,18.804857,9.637095,2.395002,9.45743,0.29497066,2.231899,8.348393,3.3584497
donateacry_corpus_cleaned_and_updated_data/hungry/c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav,3,0.008456607,0.002267201,1721.875338,421.5905056,0.078716856,-55.899242,-0.001850317,-0.010424713,-63.309093,-36.772316,719.66064,59.405933,18.54657,12.064002,5.9265804,7.2223997,8.988621,2.3437076,5.833503,5.6666408,3.2885957,5.1244617,3.2834945
donateacry_corpus_cleaned_and_updated_data/hungry/8c66887c-8251-49fa-903b-c02d56405f58-1436856065644-1.7-m-26-hu.wav,3,0.04347842,0.005843166,1625.84667,683.5380994,0.099358724,-51.54726,0.0526764,0.04505704,-55.83543,-33.347946,646.58765,54.61677,28.335453,15.567634,0.7421704,16.367355,11.631829,2.45823,2.1713722,3.1625893,0.22701354,4.909398,0.6503407
donateacry_corpus_cleaned_and_updated_data/hungry/0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185441581-1.7-f-26-hu.wav,3,0.9444753,0.02280117,984.9366965,600.9852647,0.082607422,-31.342876,0.06909459,0.05081199,-44.524113,-20.98925,505.69186,75.900406,10.185589,8.467974,18.853888,2.2549503,5.275538,9.257193,1.5484974,0.45063335,1.32027,5.385416,0.72359693
donateacry_corpus_cleaned_and_updated_data/hungry/2602b7c2-e96d-42f6-9767-f1ae74925ef8-1431376228657-1.7-f-22-hu.wav,3,0.06925606,0.004990202,1383.030817,619.5502458,0.113140808,-50.7566,0.00648469,0.012971197,-57.11637,-33.075123,650.18,45.475124,8.482941,2.1557167,0.37426075,13.370258,7.4534583,4.8439126,11.5898695,3.5254142,2.7111754,3.302159,3.49274
donateacry_corpus_cleaned_and_updated_data/hungry/81724071-bc5e-4e38-8f35-85a691af5721-1430737552979-1.7-m-04-hu.wav,3,0.002424637,0.0015403,1009.050356,554.3175106,0.090167093,-61.222702,-0.09318762,0.04450202,-68.001434,-38.076004,776.0416,89.89352,3.555647,15.842256,16.129383,16.877459,4.402791,4.7634864,10.161592,3.0240066,9.246685,20.899378,11.955711
donateacry_corpus_cleaned_and_updated_data/hungry/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927728-1.0-f-04-hu.wav,3,0.45957556,0.019894596,799.5658192,491.2427943,0.066348044,-35.47428,0.053567197,-0.009805469,-47.131767,-25.68699,542.58325,110.60376,16.098083,19.44689,15.555326,12.705398,9.328003,8.072464,14.355162,4.4643984,5.9065213,15.329425,10.125092
donateacry_corpus_cleaned_and_updated_data/hungry/adcefe56-90b1-4120-83b1-93008cb6f7f0-1430731683554-1.7-m-04-hu.wav,3,1.5432087,0.04297616,1505.76654,679.4530436,0.132574075,-40.013954,0.018367209,0.014030414,-41.39186,-25.654076,467.6182,79.21215,52.838,1.5212966,2.261223,43.663895,12.199279,2.080008,18.298199,4.805461,11.596848,9.8075695,19.731455
donateacry_corpus_cleaned_and_updated_data/hungry/afa44e7f-4187-4f1c-9437-b49ba75f542e-1430629785235-1.7-f-04-hu.wav,3,0.0157322,0.003685186,1323.687218,729.587287,0.110945992,-47.9397,-0.000831653,-0.001825194,-58.60398,-31.908531,671.53326,84.51672,11.504712,22.073395,19.80037,18.726997,2.3088517,0.14366472,18.435541,4.702884,3.6889048,15.220726,3.341098
donateacry_corpus_cleaned_and_updated_data/hungry/2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877944-1.1-m-26-hu.wav,3,2.041004,0.017360996,1181.162892,559.3663706,0.096204341,-38.51324,0.052582517,0.036426913,-40.927876,-25.197496,490.51422,23.256641,0.8623669,0.7487209,0.91798925,7.997476,5.822204,5.2455883,6.4132657,2.5099065,1.8191023,2.5268095,0.04849789
donateacry_corpus_cleaned_and_updated_data/hungry/21c07aff-0a8d-4e74-ad5e-e3c7f7bcb11b-1430105653796-1.7-m-04-hu.wav,3,2.5871136,0.040704105,1184.861674,527.8748285,0.09693287,-37.90792,-0.044839032,-0.046112463,-40.0935,-25.409756,465.53787,73.64427,39.02097,12.775822,3.2215843,18.695435,6.3471212,4.465291,14.565165,2.8153803,3.3778708,7.4885263,5.4206314
donateacry_corpus_cleaned_and_updated_data/hungry/2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,3,0.08936924,0.007695256,1203.227665,652.2481491,0.094356142,-45.88496,0.06054987,-0.000283615,-49.54166,-30.237007,560.81525,82.51062,10.061231,14.686279,19.289995,34.165897,13.887531,2.8685849,8.749034,0.016409196,0.09404376,9.61126,4.8024096
donateacry_corpus_cleaned_and_updated_data/hungry/ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav,3,0.63831186,0.023021853,1468.098015,630.2192614,0.118853595,-41.343098,0.058407765,-0.004501934,-42.309593,-27.68739,490.627,83.62733,43.226685,25.081352,1.9409584,23.010235,17.618515,0.4610963,5.788051,7.1037054,3.5259619,4.852874,2.655268
donateacry_corpus_cleaned_and_updated_data/hungry/8f5c01dc-6826-4076-a831-027ad61afdaf-1435873509176-1.7-f-26-hu.wav,3,3.3529098,0.04319031,1432.722771,383.0738507,0.124810567,-41.625523,0.029127117,0.00566736,-43.53595,-27.375896,502.0198,36.55877,44.24899,13.291575,5.433933,12.953198,7.063205,5.0987315,7.699535,4.8465996,2.1692667,3.7312946,5.9659376
donateacry_corpus_cleaned_and_updated_data/hungry/E2C4BCE0-99FD-49EC-8AB1-5EA5DF7DD8C5-1430042952-1.0-m-04-hu.wav,3,0.07380594,0.005022811,1312.887539,587.343916,0.113798634,-49.328007,0.002681663,0.017846165,-53.635853,-32.479485,620.9619,43.9136,23.315859,3.425143,2.8121822,21.963755,1.7992566,7.030731,8.630666,6.0453777,5.4202633,9.258954,1.0496402
donateacry_corpus_cleaned_and_updated_data/hungry/9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047399844-1.7-f-26-hu.wav,3,0.39666086,0.010656341,1206.450508,566.6155506,0.075146321,-41.58277,7.48E-09,1.04E-09,-45.90031,-27.09406,522.5169,38.212288,15.028738,9.929185,0.003973843,8.06107,3.7847452,2.1951857,2.7767992,5.03329,5.6705484,6.3756285,1.810565
